cat,cat_,scalerank,featurecla,labelrank,sovereignt,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart
17,22,3,Admin-0 country,6.000000000000000,Denmark,DN1,1.000000000000000,2.000000000000000,Dependency,Faroe Islands,FRO,0.000000000000000,Faroe Islands,FRO,0.000000000000000,Faroe Islands,FRO,0.000000000000000,Faeroe Is.,Faeroe Islands,FRO,Faeroe Islands,,Faeroe Is.,FO,Fřroyar Is. (Faeroe Is.),,Den.,,Faeroe Islands,,4.000000000000000,1.000000000000000,3.000000000000000,12.000000000000000,48856.000000000000000,1000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,2. High income: nonOECD,-99.000000000000000,,FO,FRO,234,234,FO,FRO,-99.000000000000000,FRO,FRO,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,10.000000000000000,14.000000000000000,10.000000000000000,3.000000000000000,-99.000000000000000
18,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
19,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
20,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
21,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
22,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
23,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
24,23,1,Admin-0 country,2.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,GBR,0.000000000000000,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,62262000.000000000000000,1977704.000000000000000,0.000000000000000,2011.000000000000000,2009.000000000000000,1. Developed region: G7,1. High income: OECD,-99.000000000000000,,GB,GBR,826,826,GB,GBR,-99.000000000000000,GBR,GBR,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,14.000000000000000,14.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
25,25,4,Admin-0 country,6.000000000000000,United Kingdom,GB1,1.000000000000000,2.000000000000000,Country,Guernsey,GGY,0.000000000000000,Guernsey,GGY,0.000000000000000,Guernsey,GGY,0.000000000000000,Guernsey,Guernsey,GGY,Guernsey,Channel Islands,Guern.,GG,Bailiwick of Guernsey,,U.K. crown dependency,,Guernsey,,6.000000000000000,6.000000000000000,6.000000000000000,3.000000000000000,68633.000000000000000,2742.000000000000000,-99.000000000000000,2001.000000000000000,-99.000000000000000,2. Developed region: nonG7,2. High income: nonOECD,-99.000000000000000,,GG,GGY,831,831,JG,CHI,-99.000000000000000,GGY,GGY,-99.000000000000000,-99.000000000000000,Europe,Europe,Northern Europe,Europe & Central Asia,8.000000000000000,8.000000000000000,6.000000000000000,-99.000000000000000,-99.000000000000000
26,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
27,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
28,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
29,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
32,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
33,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
34,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
35,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
36,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
37,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
39,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
40,26,1,Admin-0 country,3.000000000000000,Greece,GRC,0.000000000000000,2.000000000000000,Sovereign country,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,GRC,0.000000000000000,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2.000000000000000,2.000000000000000,2.000000000000000,9.000000000000000,10737428.000000000000000,343000.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.000000000000000,,GR,GRC,300,300,GR,GRC,-99.000000000000000,GRC,GRC,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,6.000000000000000,6.000000000000000,6.000000000000000,-99.000000000000000,1.000000000000000
42,27,1,Admin-0 country,6.000000000000000,Croatia,HRV,0.000000000000000,2.000000000000000,Sovereign country,Croatia,HRV,0.000000000000000,Croatia,HRV,0.000000000000000,Croatia,HRV,0.000000000000000,Croatia,Croatia,HRV,Croatia,,Cro.,HR,Republic of Croatia,,,,Croatia,,5.000000000000000,4.000000000000000,5.000000000000000,1.000000000000000,4489409.000000000000000,82390.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,2. High income: nonOECD,-99.000000000000000,,HR,HRV,191,191,HR,HRV,-99.000000000000000,HRV,HRV,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,7.000000000000000,7.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
43,27,1,Admin-0 country,6.000000000000000,Croatia,HRV,0.000000000000000,2.000000000000000,Sovereign country,Croatia,HRV,0.000000000000000,Croatia,HRV,0.000000000000000,Croatia,HRV,0.000000000000000,Croatia,Croatia,HRV,Croatia,,Cro.,HR,Republic of Croatia,,,,Croatia,,5.000000000000000,4.000000000000000,5.000000000000000,1.000000000000000,4489409.000000000000000,82390.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,2. High income: nonOECD,-99.000000000000000,,HR,HRV,191,191,HR,HRV,-99.000000000000000,HRV,HRV,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,7.000000000000000,7.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
44,27,1,Admin-0 country,6.000000000000000,Croatia,HRV,0.000000000000000,2.000000000000000,Sovereign country,Croatia,HRV,0.000000000000000,Croatia,HRV,0.000000000000000,Croatia,HRV,0.000000000000000,Croatia,Croatia,HRV,Croatia,,Cro.,HR,Republic of Croatia,,,,Croatia,,5.000000000000000,4.000000000000000,5.000000000000000,1.000000000000000,4489409.000000000000000,82390.000000000000000,-99.000000000000000,2011.000000000000000,-99.000000000000000,2. Developed region: nonG7,2. High income: nonOECD,-99.000000000000000,,HR,HRV,191,191,HR,HRV,-99.000000000000000,HRV,HRV,-99.000000000000000,-99.000000000000000,Europe,Europe,Southern Europe,Europe & Central Asia,7.000000000000000,7.000000000000000,4.000000000000000,-99.000000000000000,1.000000000000000
